planner,suite,domain,instance,ipc,status,validated,plan_length,makespan,parse_seconds,solve_seconds,total_seconds,peak_memory_mb,reason
PLASPPlanner-seq,numeric-domains,elevators,p05,,TIMEOUT,,,,0.242,,1800.248,265.79,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p06,,TIMEOUT,,,,0.252,,1800.301,313.62,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p07,,TIMEOUT,,,,0.246,,1800.252,274.91,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p08,,TIMEOUT,,,,0.254,,1800.241,233.98,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p09,,TIMEOUT,,,,0.218,,1800.25,255.87,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p10,,TIMEOUT,,,,0.227,,1800.295,276.36,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p11,,TIMEOUT,,,,0.27,,1800.394,390.22,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p12,,SOLVED,True,16,,0.272,1531.699,1533.196,439.49,
PLASPPlanner-seq,numeric-domains,elevators,p13,,TIMEOUT,,,,0.293,,1800.373,323.66,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p14,,TIMEOUT,,,,0.326,,1800.579,481.25,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p15,,TIMEOUT,,,,0.314,,1800.464,431.32,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p16,,TIMEOUT,,,,0.306,,1800.521,451.15,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p17,,TIMEOUT,,,,0.294,,1800.434,390.27,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p18,,TIMEOUT,,,,0.316,,1800.569,475.31,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p19,,TIMEOUT,,,,0.305,,1800.51,442.38,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p20,,TIMEOUT,,,,0.324,,1800.469,507.96,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p21,,TIMEOUT,,,,0.309,,1800.369,342.45,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p22,,SOLVED,True,13,,0.342,995.086,997.034,350.12,
PLASPPlanner-seq,numeric-domains,elevators,p23,,TIMEOUT,,,,0.327,,1800.375,395.77,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p24,,TIMEOUT,,,,0.332,,1800.479,506.16,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p25,,TIMEOUT,,,,0.308,,1800.407,407.7,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p26,,TIMEOUT,,,,0.372,,1800.552,484.72,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p27,,TIMEOUT,,,,0.308,,1800.442,439.38,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p28,,TIMEOUT,,,,0.337,,1800.553,571.72,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p29,,TIMEOUT,,,,0.312,,1800.442,426.08,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,elevators,p30,,TIMEOUT,,,,0.335,,1800.577,573.33,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile1,,TIMEOUT,,,,0.082,,1800.117,205.02,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile10,,TIMEOUT,,,,0.109,,1800.257,347.94,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile11,,TIMEOUT,,,,0.07,,1800.077,187.91,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile12,,TIMEOUT,,,,0.081,,1800.171,299.52,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile13,,TIMEOUT,,,,0.083,,1800.091,187.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile14,,TIMEOUT,,,,0.088,,1800.101,202.56,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile15,,TIMEOUT,,,,0.073,,1800.105,217.21,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile16,,TIMEOUT,,,,0.083,,1800.123,226.05,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile17,,TIMEOUT,,,,0.078,,1800.144,244.41,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile18,,TIMEOUT,,,,0.086,,1800.144,273.05,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile19,,TIMEOUT,,,,0.08,,1800.157,268.66,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile2,,TIMEOUT,,,,0.111,,1800.291,362.82,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile20,,TIMEOUT,,,,0.085,,1800.195,296.07,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile3,,TIMEOUT,,,,0.091,,1800.155,248.16,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile4,,TIMEOUT,,,,0.081,,1800.19,272.07,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile5,,TIMEOUT,,,,0.084,,1800.196,302.09,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile6,,TIMEOUT,,,,0.091,,1800.249,327.61,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile7,,TIMEOUT,,,,0.093,,1800.237,325.94,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile8,,TIMEOUT,,,,0.096,,1800.26,370.66,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,expedition,pfile9,,TIMEOUT,,,,0.11,,1800.262,363.41,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile1,,TIMEOUT,,,,0.135,,1800.217,211.31,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile10,,TIMEOUT,,,,0.259,,1800.201,265.37,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile11,,TIMEOUT,,,,0.262,,1800.191,270.41,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile12,,TIMEOUT,,,,0.262,,1800.213,271.37,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile13,,TIMEOUT,,,,0.271,,1800.181,252.52,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile14,,TIMEOUT,,,,0.272,,1800.189,259.03,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile15,,TIMEOUT,,,,0.271,,1800.217,297.61,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile16,,TIMEOUT,,,,0.283,,1800.21,273.8,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile17,,TIMEOUT,,,,0.274,,1800.206,275.36,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile18,,TIMEOUT,,,,0.302,,1800.192,265.21,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile19,,TIMEOUT,,,,0.271,,1800.229,305.51,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile2,,TIMEOUT,,,,0.147,,1800.234,231.59,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile20,,TIMEOUT,,,,0.271,,1800.17,265.24,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile3,,TIMEOUT,,,,0.242,,1800.158,233.37,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile4,,TIMEOUT,,,,0.224,,1800.145,219.43,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile5,,TIMEOUT,,,,0.248,,1800.191,258.52,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile6,,TIMEOUT,,,,0.25,,1800.144,205.12,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile7,,TIMEOUT,,,,0.252,,1800.152,233.92,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile8,,TIMEOUT,,,,0.273,,1800.209,263.43,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,ext-plant-watering,pfile9,,TIMEOUT,,,,0.281,,1800.184,245.01,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,factory-robot,pfile1,,UNSUPPORTED,,,,0.142,,1.494,120.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile10,,UNSUPPORTED,,,,0.31,,1.655,122.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile11,,UNSUPPORTED,,,,0.316,,1.695,124.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile12,,UNSUPPORTED,,,,0.316,,1.676,124.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile13,,UNSUPPORTED,,,,0.342,,1.637,124.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile14,,UNSUPPORTED,,,,0.367,,1.683,122.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile15,,UNSUPPORTED,,,,0.365,,1.655,124.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile16,,UNSUPPORTED,,,,0.367,,1.746,124.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile17,,UNSUPPORTED,,,,0.409,,1.778,124.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile18,,UNSUPPORTED,,,,0.382,,1.691,124.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile19,,UNSUPPORTED,,,,0.416,,1.683,126.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile2,,UNSUPPORTED,,,,0.138,,1.51,122.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile20,,UNSUPPORTED,,,,0.417,,1.723,122.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile3,,UNSUPPORTED,,,,0.231,,1.513,122.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile4,,UNSUPPORTED,,,,0.243,,1.578,122.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile5,,UNSUPPORTED,,,,0.255,,1.508,122.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile6,,UNSUPPORTED,,,,0.262,,1.586,122.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile7,,UNSUPPORTED,,,,0.292,,1.646,124.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile8,,UNSUPPORTED,,,,0.278,,1.57,124.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,factory-robot,pfile9,,UNSUPPORTED,,,,0.312,,1.608,124.0,PLASPPlanner cannot encode this task: A product of two numeric fluents is not linear and is not supported by the ASP encoding: (workload(r) * efficiency(r))
PLASPPlanner-seq,numeric-domains,farmland,instance_10_1000_1229,,TIMEOUT,,,,0.089,,1800.086,183.05,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_10_100_1229,,TIMEOUT,,,,0.09,,1800.1,178.04,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_10_200_1229,,TIMEOUT,,,,0.092,,1800.078,189.62,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_10_300_1229,,TIMEOUT,,,,0.09,,1800.081,182.75,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_10_400_1229,,TIMEOUT,,,,0.093,,1800.096,183.19,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_10_500_1229,,TIMEOUT,,,,0.089,,1800.086,188.5,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_10_600_1229,,TIMEOUT,,,,0.09,,1800.091,183.02,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_10_700_1229,,TIMEOUT,,,,0.087,,1800.083,181.65,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_10_800_1229,,TIMEOUT,,,,0.086,,1800.092,183.56,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_10_900_1229,,TIMEOUT,,,,0.09,,1800.086,181.41,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_2_1000_1229,,TIMEOUT,,,,0.057,,1800.071,190.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_2_100_1229,,TIMEOUT,,,,0.059,,1800.06,174.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_2_200_1229,,TIMEOUT,,,,0.057,,1800.06,176.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_2_300_1229,,TIMEOUT,,,,0.051,,1800.06,180.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_2_400_1229,,TIMEOUT,,,,0.052,,1800.065,176.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_2_500_1229,,TIMEOUT,,,,0.056,,1800.071,180.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_2_600_1229,,TIMEOUT,,,,0.055,,1800.062,178.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_2_700_1229,,TIMEOUT,,,,0.051,,1800.068,188.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_2_800_1229,,TIMEOUT,,,,0.05,,1800.07,190.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_2_900_1229,,TIMEOUT,,,,0.055,,1800.061,176.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_4_1000_1229,,TIMEOUT,,,,0.057,,1800.101,199.53,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_4_100_1229,,TIMEOUT,,,,0.069,,1800.079,172.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_4_200_1229,,TIMEOUT,,,,0.061,,1800.07,172.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_4_300_1229,,TIMEOUT,,,,0.063,,1800.079,172.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_4_400_1229,,TIMEOUT,,,,0.062,,1800.076,176.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_4_500_1229,,TIMEOUT,,,,0.062,,1800.076,174.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_4_600_1229,,TIMEOUT,,,,0.063,,1800.087,180.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_4_700_1229,,TIMEOUT,,,,0.057,,1800.084,180.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_4_800_1229,,TIMEOUT,,,,0.059,,1800.087,178.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_4_900_1229,,TIMEOUT,,,,0.059,,1800.082,176.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_6_1000_1229,,TIMEOUT,,,,0.068,,1800.093,180.84,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_6_100_1229,,TIMEOUT,,,,0.067,,1800.063,170.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_6_200_1229,,TIMEOUT,,,,0.067,,1800.071,178.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_6_300_1229,,TIMEOUT,,,,0.071,,1800.093,182.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_6_400_1229,,TIMEOUT,,,,0.071,,1800.082,184.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_6_500_1229,,TIMEOUT,,,,0.067,,1800.085,182.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_6_600_1229,,TIMEOUT,,,,0.07,,1800.08,182.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_6_700_1229,,TIMEOUT,,,,0.069,,1800.095,182.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_6_800_1229,,TIMEOUT,,,,0.07,,1800.105,188.95,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_6_900_1229,,TIMEOUT,,,,0.072,,1800.098,186.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_8_1000_1229,,TIMEOUT,,,,0.077,,1800.098,193.05,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_8_100_1229,,TIMEOUT,,,,0.076,,1800.075,180.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_8_200_1229,,TIMEOUT,,,,0.077,,1800.079,178.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_8_300_1229,,TIMEOUT,,,,0.078,,1800.105,186.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_8_400_1229,,TIMEOUT,,,,0.076,,1800.099,190.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_8_500_1229,,TIMEOUT,,,,0.075,,1800.109,187.84,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_8_600_1229,,TIMEOUT,,,,0.079,,1800.096,184.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_8_700_1229,,TIMEOUT,,,,0.076,,1800.098,188.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_8_800_1229,,TIMEOUT,,,,0.075,,1800.103,189.52,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,farmland,instance_8_900_1229,,TIMEOUT,,,,0.075,,1800.104,194.63,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_10,,TIMEOUT,,,,0.094,,1800.971,584.49,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_11,,TIMEOUT,,,,0.09,,1801.057,646.95,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_12,,TIMEOUT,,,,0.095,,1801.203,571.48,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_13,,TIMEOUT,,,,0.099,,1801.264,659.94,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_14,,TIMEOUT,,,,0.106,,1801.463,752.16,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_15,,TIMEOUT,,,,0.108,,1801.482,779.95,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_16,,TIMEOUT,,,,0.108,,1801.02,684.26,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_17,,TIMEOUT,,,,0.115,,1801.084,675.66,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_18,,TIMEOUT,,,,0.112,,1801.17,712.89,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_19,,TIMEOUT,,,,0.118,,1801.274,696.54,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_2,,SOLVED,True,2,,0.054,0.037,1.287,124.0,
PLASPPlanner-seq,numeric-domains,fo-counters,instance_20,,TIMEOUT,,,,0.133,,1802.274,948.52,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_21,,TIMEOUT,,,,0.128,,1801.452,808.5,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_3,,SOLVED,True,5,,0.057,0.331,1.594,130.0,
PLASPPlanner-seq,numeric-domains,fo-counters,instance_4,,SOLVED,True,9,,0.061,229.322,230.617,260.12,
PLASPPlanner-seq,numeric-domains,fo-counters,instance_5,,TIMEOUT,,,,0.068,,1800.596,553.71,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_6,,TIMEOUT,,,,0.068,,1800.793,572.09,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_7,,TIMEOUT,,,,0.073,,1800.921,665.89,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_8,,TIMEOUT,,,,0.075,,1800.539,400.77,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-counters,instance_9,,TIMEOUT,,,,0.084,,1800.922,563.56,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_10_1000_1229,,UNSUPPORTED,,,,0.102,,1.385,122.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_10_100_1229,,UNSUPPORTED,,,,0.094,,1.264,120.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_10_200_1229,,UNSUPPORTED,,,,0.09,,1.29,122.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_10_300_1229,,UNSUPPORTED,,,,0.092,,1.298,122.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_10_400_1229,,UNSUPPORTED,,,,0.092,,1.292,120.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_10_500_1229,,UNSUPPORTED,,,,0.092,,1.292,120.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_10_600_1229,,UNSUPPORTED,,,,0.092,,1.337,122.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_10_700_1229,,UNSUPPORTED,,,,0.099,,1.359,122.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_10_800_1229,,UNSUPPORTED,,,,0.097,,1.346,122.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_10_900_1229,,UNSUPPORTED,,,,0.102,,1.39,122.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_2_1000_1229,,UNSUPPORTED,,,,0.057,,1.266,122.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_2_100_1229,,UNSUPPORTED,,,,0.06,,1.43,120.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_2_200_1229,,UNSUPPORTED,,,,0.06,,1.353,120.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_2_300_1229,,UNSUPPORTED,,,,0.061,,1.312,122.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_2_400_1229,,UNSUPPORTED,,,,0.06,,1.287,122.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_2_500_1229,,UNSUPPORTED,,,,0.062,,1.319,122.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
PLASPPlanner-seq,numeric-domains,fo-farmland,instance_2_600_1229,,UNSUPPORTED,,,,0.058,,1.343,120.0,"PLASPPlanner cannot encode this task: The numeric effect on variable((""cost"")) reads variable((""num_of_cars"")) with the fractional coefficient 2/5, which no rescaling of the task can make whole (scaling moves the valu..."
