planner,suite,domain,instance,ipc,status,validated,plan_length,makespan,parse_seconds,solve_seconds,total_seconds,peak_memory_mb,reason
PLASPPlanner-seq,numeric-domains,15-puzzle,korf1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf10,,MEMOUT,,,,0.384,,819.871,7709.23,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf100,,MEMOUT,,,,0.377,,285.274,7405.85,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf11,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf12,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf13,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf14,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf15,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf16,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf17,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf18,,MEMOUT,,,,0.386,,1016.623,6707.61,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf19,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf20,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf21,,MEMOUT,,,,0.388,,740.209,7601.04,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf22,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf23,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf24,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf25,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf26,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf27,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf28,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf29,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf3,,MEMOUT,,,,0.426,,391.193,6528.41,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf30,,MEMOUT,,,,0.377,,302.254,6978.21,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf31,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf32,,MEMOUT,,,,0.376,,735.502,7591.75,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf33,,MEMOUT,,,,0.371,,264.327,7590.82,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf34,,MEMOUT,,,,0.375,,591.885,7380.83,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf35,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf36,,MEMOUT,,,,0.377,,266.109,7669.66,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf37,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf38,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf39,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf4,,MEMOUT,,,,0.387,,1150.121,6893.98,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf40,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf41,,MEMOUT,,,,0.382,,1162.663,7491.09,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf42,,MEMOUT,,,,0.367,,693.798,7490.88,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf43,,TIMEOUT,,,,0.367,,2038.328,7146.92,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf44,,MEMOUT,,,,0.378,,266.226,7663.98,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf45,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf46,,MEMOUT,,,,0.372,,336.709,6485.92,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf47,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf48,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf49,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf5,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf50,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf51,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf52,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf53,,MEMOUT,,,,0.366,,1668.305,7325.3,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf54,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf55,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf56,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf57,,MEMOUT,,,,0.372,,1380.721,7144.69,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf58,,MEMOUT,,,,0.378,,289.197,7448.34,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf59,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf6,,MEMOUT,,,,0.441,,279.313,7646.57,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf60,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf61,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf62,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf63,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf64,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf65,,MEMOUT,,,,0.361,,1780.868,6687.0,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf66,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf67,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf68,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf69,,MEMOUT,,,,0.36,,346.332,6435.59,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf7,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf70,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf71,,MEMOUT,,,,0.356,,267.128,7583.03,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf72,,MEMOUT,,,,0.357,,341.884,6523.51,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf73,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf74,,MEMOUT,,,,0.378,,357.572,6129.46,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf75,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf76,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf77,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf78,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf79,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf8,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf80,,MEMOUT,,,,0.367,,1052.396,6803.91,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf81,,MEMOUT,,,,0.352,,545.725,7305.84,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf82,,MEMOUT,,,,0.364,,1782.11,6971.49,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf83,,MEMOUT,,,,0.355,,571.087,7357.67,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf84,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf85,,MEMOUT,,,,0.368,,373.259,6178.3,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf86,,MEMOUT,,,,0.361,,353.68,6262.78,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf87,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf88,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf89,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf9,,TIMEOUT,,,,0.379,,1854.244,4787.29,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf90,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf91,,MEMOUT,,,,0.371,,333.561,7625.28,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf92,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf93,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf94,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf95,,MEMOUT,,,,0.363,,1371.578,7143.94,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf96,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf97,,MEMOUT,,,,0.358,,992.974,6701.09,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,15-puzzle,korf98,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,15-puzzle,korf99,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile10,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile11,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile12,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile13,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile14,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile15,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile16,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile17,,MEMOUT,,,,0.497,,1786.713,5682.5,MemoryError under a 8192MB limit.
PLASPPlanner-seq,numeric-domains,2048,pfile18,,TIMEOUT,,,,0.505,,2021.685,2225.25,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,2048,pfile19,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile20,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile21,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile22,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile23,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile24,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile25,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile26,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile29,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile8,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,2048,pfile9,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_10_2_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_10_2_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_10_2_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_15_3_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_15_3_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_15_3_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_20_5_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_20_5_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_20_5_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_25_6_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_25_6_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_25_6_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_30_7_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_30_7_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_30_7_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_35_8_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_35_8_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_35_8_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_40_10_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_40_10_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_40_10_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_5_2_1,,TIMEOUT,,,,0.098,,1800.153,200.95,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_5_2_2,,TIMEOUT,,,,0.098,,1800.287,314.79,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_100_5_2_3,,TIMEOUT,,,,0.091,,1800.14,220.25,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_10_2_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_10_2_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_10_2_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_15_3_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_15_3_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_15_3_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_20_5_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_20_5_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_20_5_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_25_6_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_25_6_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_25_6_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_30_7_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_30_7_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_30_7_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_35_8_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_35_8_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_35_8_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_40_10_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_40_10_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_40_10_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_5_2_1,,TIMEOUT,,,,0.086,,1800.091,172.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_5_2_2,,TIMEOUT,,,,0.083,,1800.093,180.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_11_5_2_3,,TIMEOUT,,,,0.084,,1800.049,174.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_10_2_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_10_2_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_10_2_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_15_3_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_15_3_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_15_3_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_20_5_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_20_5_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_20_5_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_25_6_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_25_6_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_25_6_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_30_7_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_30_7_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_30_7_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_35_8_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_35_8_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_35_8_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_40_10_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_40_10_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_40_10_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_5_2_1,,SOLVED,True,10,,0.087,0.931,2.148,130.0,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_5_2_2,,TIMEOUT,,,,0.085,,1800.114,190.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_15_5_2_3,,TIMEOUT,,,,0.083,,1800.085,192.61,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_10_2_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_10_2_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_10_2_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_15_3_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_15_3_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_15_3_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_20_5_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_20_5_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_20_5_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_25_6_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_25_6_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_25_6_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_30_7_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_30_7_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_30_7_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_35_8_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_35_8_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_35_8_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_40_10_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_40_10_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_40_10_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_5_2_1,,TIMEOUT,,,,0.086,,1800.073,180.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_5_2_2,,TIMEOUT,,,,0.085,,1800.111,180.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_20_5_2_3,,TIMEOUT,,,,0.086,,1800.079,186.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_10_2_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_10_2_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_10_2_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_15_3_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_15_3_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_15_3_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_20_5_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_20_5_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_20_5_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_25_6_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_25_6_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_25_6_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_30_7_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_30_7_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_30_7_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_35_8_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_35_8_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_35_8_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_40_10_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_40_10_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_40_10_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_5_2_1,,TIMEOUT,,,,0.085,,1800.118,214.95,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_5_2_2,,TIMEOUT,,,,0.088,,1800.084,184.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_25_5_2_3,,TIMEOUT,,,,0.086,,1800.106,198.0,Hit the task time limit.
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_10_2_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_10_2_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_10_2_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_15_3_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_15_3_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_15_3_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_20_5_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_20_5_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_20_5_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_25_6_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_25_6_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_25_6_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_30_7_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_30_7_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_30_7_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_35_8_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_35_8_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_35_8_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_40_10_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_40_10_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_40_10_3,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_5_2_1,,SOLVED,True,11,,0.088,63.896,65.176,138.0,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_5_2_2,,SOLVED,True,8,,0.089,1.616,2.916,128.0,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_5_5_2_3,,SOLVED,True,9,,0.083,4.022,5.272,132.0,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_7_10_2_1,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_7_10_2_2,,KILLED,,,,,,,,
PLASPPlanner-seq,numeric-domains,block-grouping,instance_7_10_2_3,,KILLED,,,,,,,,
