planner,track,suite,domain,tasks,solved,coverage_pct,SOLVED,TIMEOUT,MEMOUT,KILLED,ERROR,UNSUPPORTED,EXHAUSTED,UNSOLVABLE,median_solved_seconds,median_solved_mb,median_plan_length
ABAPlanner-ST,classical,classical-domains,parking-opt11-strips,20,0,0.0,0,0,0,0,20,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,parking-opt14-strips,20,0,0.0,0,0,0,0,20,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,parking-sat11-strips,20,0,0.0,0,0,0,0,20,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,parking-sat14-strips,20,0,0.0,0,0,0,0,20,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,pathways,30,4,13.3,4,3,21,2,0,0,0,0,40.9,495.1,14.5
ABAPlanner-ST,classical,classical-domains,pathways-noneg,30,4,13.3,4,3,22,1,0,0,0,0,39.8,450.2,14.5
ABAPlanner-ST,classical,classical-domains,pegsol-08-strips,30,0,0.0,0,0,0,0,30,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,pegsol-opt11-strips,20,0,0.0,0,0,0,0,20,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,pegsol-sat11-strips,20,0,0.0,0,0,0,0,20,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,petri-net-alignment-opt18,20,0,0.0,0,0,0,0,20,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,philosophers,48,0,0.0,0,0,0,0,48,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,pipesworld-06,50,6,12.0,6,4,39,1,0,0,0,0,258.6,2500.5,9.0
ABAPlanner-ST,classical,classical-domains,pipesworld-notankage,50,10,20.0,10,0,35,5,0,0,0,0,76.1,796.0,10.0
ABAPlanner-ST,classical,classical-domains,pipesworld-tankage,50,6,12.0,6,4,40,0,0,0,0,0,260.7,2493.3,9.0
ABAPlanner-ST,classical,classical-domains,psr-large,50,0,0.0,0,0,0,0,50,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,psr-middle,50,0,0.0,0,0,0,0,50,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,psr-small,50,48,96.0,48,0,1,1,0,0,0,0,10.4,252.3,18.0
ABAPlanner-ST,classical,classical-domains,rovers,40,4,10.0,4,0,23,13,0,0,0,0,4.5,178.5,9.0
ABAPlanner-ST,classical,classical-domains,rovers-02,20,4,20.0,4,0,9,7,0,0,0,0,25.0,608.3,9.0
ABAPlanner-ST,classical,classical-domains,satellite,36,4,11.1,4,8,18,5,1,0,0,0,28.3,362.1,12.0
ABAPlanner-ST,classical,classical-domains,scanalyzer-08-strips,30,0,0.0,0,0,0,0,30,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,scanalyzer-opt11-strips,20,0,0.0,0,0,0,0,20,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,scanalyzer-sat11-strips,20,0,0.0,0,0,0,0,20,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,schedule,150,0,0.0,0,0,0,0,0,150,0,0,,,
ABAPlanner-ST,classical,classical-domains,settlers-opt18,20,0,0.0,0,0,0,0,0,20,0,0,,,
ABAPlanner-ST,classical,classical-domains,settlers-sat18,20,0,0.0,0,0,0,0,0,20,0,0,,,
ABAPlanner-ST,classical,classical-domains,snake-opt18,20,0,0.0,0,0,20,0,0,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,snake-sat18,20,0,0.0,0,1,19,0,0,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,sokoban-opt08-strips,30,0,0.0,0,0,0,0,30,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,sokoban-opt11-strips,20,0,0.0,0,0,0,0,20,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,sokoban-sat08-strips,30,0,0.0,0,0,0,0,30,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,sokoban-sat11-strips,20,0,0.0,0,0,0,0,20,0,0,0,,,
ABAPlanner-ST,classical,classical-domains,spider-opt18,20,0,0.0,0,0,0,0,0,20,0,0,,,
